customer_id,credit_score
949,445
950,356
951,605
952,500
953,583
954,595
955,559
956,604
957,560
958,546
959,556
960,565
961,517
962,364
963,513
964,491
965,592
966,621
967,593
968,594
969,565
970,362
971,558
972,424
973,545
974,533
975,384
976,389
977,435
978,329
979,570
980,366
981,426
982,397
983,514
984,355
985,552
986,397
987,355
988,343
989,344
990,541
991,584
992,493
993,613
994,376
995,578
996,563
997,547
998,505
999,420
1000,581
1001,603
1002,562
1003,588
1004,327
1005,537
1006,422
1007,411
1008,594
1009,590
1010,488
1011,604
1012,608
1013,386
1014,499
1015,492
1016,395
1017,482
1018,495
1019,565
1020,546
1021,567
1022,590
1023,578
1024,506
1025,428
1026,367
1027,569
1028,524
1029,608
1030,474
1031,411
1032,369
1033,556
1034,334
1035,500
1036,349
1037,565
1038,572
1039,406
1040,387
1041,391
1042,421
1043,520
1044,551
1045,568
1046,529
1047,354
1048,574
1049,419
1050,599
1051,363
1052,402
1053,550
1054,569
1055,578
1056,546
1057,596
1058,582
1059,346
1060,375
1061,521
1062,605
1063,554
1064,562
1065,388
1066,555
1067,490
1068,423
1069,479
1070,581
1071,370
1072,415
1073,593
1074,371
1075,418
1076,405
1077,559
1078,603
1079,523
1080,452
1081,381
1082,580
1083,353
1084,320
1085,566
1086,593
1087,299
1088,575
1089,478
1090,378
1091,355
1092,558
1093,569
1094,468
1095,575
1096,597
1097,541
1098,558
1099,390
1100,574
1101,581
1102,421
1103,574
1104,567
1105,537
1106,394
1107,578
1108,383
1109,571
1110,466
1111,579
1112,339
1113,342
1114,555
1115,364
1116,334
1117,583
1118,593
1119,394
1120,350
1121,565
1122,356
1123,596
1124,565
1125,527
1126,334
1127,378
1128,541
1129,399
1130,522
1131,600
1132,551
1133,431
1134,617
1135,585
1136,557
1137,584
1138,570
1139,594
1140,584
1141,539
1142,341
1143,535
1144,565
1145,331
1146,563
1147,582
1148,621
1149,422
1150,569
1151,377
1152,363
1153,566
1154,522
1155,547
1156,380
1157,595
1158,386
1159,361
1160,600
1161,571
1162,529
1163,398
1164,587
1165,575
1166,402
1167,373
1168,541
1169,575
1170,602
1171,574
1172,574
1173,399
1174,343
1175,389
1176,620
1177,595
1178,503
1179,573
1180,589
1181,405
1182,572
1183,381
1184,530
1185,576
1186,355
1187,529
1188,605
1189,371
1190,560
1191,448
1192,546
1193,442
1194,574
1195,579
1196,578
1197,584
1198,590
1199,583
1200,561
1201,576
1202,365
1203,581
1204,380
1205,381
1206,591
1207,446
1208,436
1209,598
1210,349
1211,421
1212,364
1213,495
1214,431
1215,592
1216,380
1217,507
1218,368
1219,576
1220,563
1221,371
1222,542
1223,356
1224,399
1225,384
1226,403
1227,367
1228,328
1229,563
1230,335
1231,517
1232,341
1233,609
1234,582
1235,486
1236,590
1237,463
1238,404
1239,565
1240,571
1241,569
1242,448
1243,407
1244,571
1245,447
1246,515
1247,564
1248,333
1249,593
1250,348
1251,563
1252,585
1253,585
1254,428
1255,475
1256,588
1257,572
1258,504
1259,606
1260,408
1261,390
1262,457
1263,574
1264,568
1265,383
1266,584
1267,577
1268,332
1269,585
1270,451
1271,578
1272,427
1273,453
1274,591
1275,471
1276,361
1277,546
1278,555
1279,593
1280,511
1281,406
1282,407
1283,592
1284,403
1285,610
1286,545
1287,382
1288,355
1289,582
1290,564
1291,595
1292,568
1293,378
1294,564
1295,564
1296,343
1297,496
1298,393
1299,410
1300,590
1301,427
1302,378
1303,626
1304,596
1305,588
1306,362
1307,359
1308,569
1309,610
1310,546
1311,564
1312,536
1313,401
1314,502
1315,545
1316,404
1317,573
1318,556
1319,405
1320,387
1321,582
1322,506
1323,601
1324,595
1325,357
1326,538
1327,464
1328,394
1329,506
1330,569
1331,551
1332,492
1333,356
1334,314
1335,440
1336,393
1337,366
1338,605
1339,378
1340,332
1341,564
1342,563
1343,573
1344,605
1345,446
1346,363
1347,610
1348,438
1349,546
1350,559
1351,572
1352,491
1353,628
1354,555
1355,349
1356,591
1357,566
1358,498
1359,384
1360,495
1361,576
1362,389
1363,384
1364,568
1365,333
1366,610
1367,372
1368,571
1369,591
1370,407
1371,407
1372,305
1373,556
1374,386
1375,475
1376,415
1377,589
1378,392
1379,368
1380,359
1381,606
1382,358
1383,349
1384,349
1385,465
1386,390
1387,385
1388,581
1389,326
1390,596
1391,608
1392,553
1393,462
1394,391
1395,368
1396,614
1397,361
1398,599
1399,617
1400,430
1401,333
1402,438
1403,467
1404,490
1405,598
1406,582
1407,346
1408,560
1409,317
1410,366
1411,578
1412,378
1413,487
1414,473
1415,379
1416,339
1417,346
1418,513
1419,565
1420,349
1421,581
1422,556
1423,367
1424,346
1425,544
1426,589
1427,343
1428,588
1429,425
1430,395
1431,578
1432,573
1433,593
1434,577
1435,387
1436,517
1437,564
1438,627
1439,573
1440,608
1441,596
1442,619
1443,338
1444,317
1445,363
1446,518
1447,609
1448,560
1449,401
1450,465
1451,393
1452,558
1453,329
1454,526
1455,328
1456,427
1457,538
1458,581
1459,393
1460,398
1461,523
1462,567
1463,345
1464,347
1465,567
1466,581
1467,329
1468,604
1469,351
1470,586
1471,485
1472,402
1473,535
1474,515
1475,347
1476,388
1477,389
1478,548
1479,548
1480,557
1481,381
1482,622
1483,334
1484,521
1485,349
1486,294
1487,569
1488,411
1489,575
1490,594
1491,566
1492,541
1493,315
1494,557
1495,553
1496,383
1497,503
1498,573
1499,346
1500,502
1501,602
1502,535
1503,348
1504,426
1505,375
1506,362
1507,576
1508,472
1509,572
1510,443
1511,387
1512,517
1513,384
1514,557
1515,406
1516,501
1517,532
1518,430
1519,575
1520,583
1521,395
1522,571
1523,364
1524,572
1525,577
1526,451
1527,592
1528,524
1529,586
1530,589
1531,350
1532,567
1533,588
1534,390
1535,411
1536,550
1537,334
1538,414
1539,475
1540,554
1541,383
1542,446
1543,347
1544,580
1545,368
1546,573
1547,564
1548,566
1549,407
1550,354
1551,354
1552,556
1553,584
1554,385
1555,470
1556,583
1557,483
1558,417
1559,575
1560,384
1561,553
1562,360
1563,577
1564,477
1565,540
1566,587
1567,550
1568,570
1569,531
1570,597
1571,545
1572,554
1573,491
1574,395
1575,576
1576,339
1577,554
1578,336
1579,559
1580,522
1581,499
1582,348
1583,533
1584,350
1585,593
1586,446
1587,605
1588,570
1589,599
1590,415
1591,383
1592,390
1593,544
1594,357
1595,575
1596,515
1597,568
1598,578
1599,373
1600,464
1601,613
1602,575
1603,379
1604,570
1605,487
1606,348
1607,578
1608,558
1609,459
1610,440
1611,573
1612,378
1613,451
1614,395
1615,359
1616,602
1617,589
1618,329
1619,547
1620,354
1621,574
1622,396
1623,593
1624,420
1625,595
1626,595
1627,335
1628,509
1629,423
1630,455
1631,572
1632,399
1633,367
1634,596
1635,574
1636,560
1637,371
1638,389
1639,361
1640,586
1641,561
1642,601
1643,359
1644,603
1645,624
1646,592
1647,508
1648,554
1649,554
1650,385
1651,350
1652,493
1653,403
1654,388
1655,425
1656,356
1657,547
1658,532
1659,383
1660,501
1661,393
1662,566
1663,532
1664,418
1665,460
1666,584
1667,581
1668,347
1669,344
1670,589
1671,313
1672,549
1673,593
1674,601
1675,591
1676,340
1677,480
1678,567
1679,400
1680,537
1681,378
1682,418
1683,550
1684,392
1685,425
1686,526
1687,477
1688,378
1689,446
1690,580
1691,378
1692,582
1693,618
1694,486
1695,612
1696,516
1697,506
1698,570
1699,590
1700,370
1701,573
1702,619
1703,575
1704,566
1705,450
1706,557
1707,447
1708,511
1709,446
1710,345
1711,361
1712,396
1713,548
1714,319
1715,300
1716,562
1717,576
1718,505
1719,490
1720,317
1721,385
1722,339
1723,577
1724,372
1725,377
1726,371
1727,588
1728,640
1729,427
1730,346
1731,455
1732,525
1733,405
1734,330
1735,359
1736,355
1737,563
1738,560
1739,604
1740,341
1741,435
1742,570
1743,578
1744,482
1745,517
1746,335
1747,579
1748,374
1749,339
1750,600
1751,561
1752,394
1753,389
1754,569
1755,380
1756,377
1757,367
1758,522
1759,345
1760,336
1761,586
1762,352
1763,580
1764,336
1765,592
1766,420
1767,413
1768,608
1769,375
1770,463
1771,353
1772,411
1773,599
1774,414
1775,355
1776,574
1777,359
1778,571
1779,524
1780,414
1781,437
1782,374
1783,575
1784,368
1785,585
1786,564
1787,406
1788,392
1789,575
1790,586
1791,570
1792,341
1793,376
1794,476
1795,383
1796,407
1797,564
1798,612
1799,403
1800,561
1801,573
1802,355
1803,391
1804,604
1805,430
1806,451
1807,384
1808,549
1809,357
1810,359
1811,411
1812,594
1813,573
1814,374
1815,384
1816,576
1817,353
1818,333
1819,347
1820,584
1821,607
1822,379
1823,549
1824,550
1825,380
1826,322
1827,568
1828,352
1829,534
1830,392
1831,599
1832,440
1833,437
1834,601
1835,584
1836,587
1837,381
1838,351
1839,427
1840,611
1841,574
1842,515
1843,516
1844,573
1845,473
1846,396
1847,446
1848,603
1849,502
1850,423
1851,583
1852,458
1853,570
1854,420
1855,387
1856,603
1857,362
1858,422
1859,373
1860,591
1861,584
1862,325
1863,558
1864,589
1865,386
1866,546
1867,611
1868,574
1869,359
1870,579
1871,392
1872,579
1873,409
1874,562
1875,358
1876,401
1877,586
1878,372
1879,477
1880,608
1881,440
1882,402
1883,536
1884,433
1885,601
1886,387
1887,382
1888,516
1889,602
1890,411
1891,451
1892,535
1893,583
1894,595
1895,375
1896,350
1897,591
1898,381
1899,448
1900,372
1901,432
1902,584
1903,394
1904,456
1905,471
1906,369
1907,579
1908,528
1909,552
1910,373
1911,339
1912,572
1913,409
1914,425
1915,492
1916,444
1917,382
1918,586
1919,542
1920,460
1921,516
1922,436
1923,423
1924,349
1925,415
1926,360
1927,595
1928,537
1929,335
1930,418
1931,486
1932,584
1933,567
1934,604
1935,605
1936,526
1937,581
1938,428
1939,517
1940,343
1941,321
1942,359
1943,475
1944,374
1945,594
1946,438
1947,410
1948,483
1949,490
1950,392
1951,493
1952,484
1953,445
1954,363
1955,580
1956,361
1957,568
1958,577
1959,409
1960,418
1961,351
1962,323
1963,348
1964,439
1965,385
1966,556
1967,470
1968,570
1969,372
1970,433
1971,476
1972,553
1973,376
1974,357
1975,531
1976,517
1977,500
1978,538
1979,569
1980,600
1981,336
1982,541
1983,354
1984,430
1985,488
1986,603
1987,569
1988,334
1989,586
1990,520
1991,576
1992,382
1993,387
1994,530
1995,376
1996,339
1997,613
1998,361
1999,373
2000,345
2001,428
2002,401
2003,361
2004,373
2005,367
2006,405
2007,516
2008,397
2009,339
2010,317
2011,577
2012,558
2013,484
2014,591
2015,603
2016,363
2017,345
2018,567
2019,372
2020,520
2021,548
2022,311
2023,405
2024,335
2025,527
2026,518
2027,521
2028,520
2029,588
2030,503
2031,428
2032,610
2033,481
2034,617
2035,386
2036,567
2037,590
2038,559
2039,611
2040,608
2041,375
2042,540
2043,374
2044,312
2045,589
2046,349
2047,587
2048,378
2049,624
2050,340
2051,374
2052,349
2053,583
2054,432
2055,343
2056,375
2057,611
2058,543
2059,571
2060,576
2061,599
2062,589
2063,501
2064,419
2065,350
2066,473
2067,342
2068,520
2069,600
2070,489
2071,399
2072,504
2073,358
2074,508
2075,581
2076,387
2077,327
2078,591
2079,417
2080,322
2081,484
2082,606
2083,489
2084,363
2085,589
2086,453
2087,577
2088,424
2089,376
2090,398
2091,524
2092,418
2093,537
2094,363
2095,579
2096,534
2097,472
2098,576
2099,430
2100,591
2101,517
2102,329
2103,571
2104,562
2105,626
2106,390
2107,576
2108,394
2109,597
2110,578
2111,345
2112,409
2113,605
2114,351
2115,518
2116,591
2117,369
2118,613
2119,342
2120,580
2121,425
2122,542
2123,571
2124,511
2125,442
2126,381
2127,562
2128,364
2129,399
2130,514
2131,577
2132,349
2133,616
2134,531
2135,550
2136,597
2137,594
2138,578
2139,337
2140,606
2141,362
2142,363
2143,554
2144,569
2145,394
2146,352
2147,385
2148,579
2149,572
2150,558
2151,376
2152,586
2153,433
2154,582
2155,599
2156,601
2157,432
2158,609
2159,366
2160,607
2161,547
2162,524
2163,372
2164,587
2165,396
2166,431
2167,385
2168,361
2169,541
2170,584
2171,347
2172,393
2173,574
2174,494
2175,566
2176,313
2177,370
2178,395
2179,341
2180,404
2181,617
2182,563
2183,385
2184,616
2185,490
2186,557
2187,508
2188,597
2189,352
2190,441
2191,348
2192,364
2193,521
2194,604
2195,542
2196,567
2197,549
2198,372
2199,561
2200,401
2201,580
2202,508
2203,398
2204,423
2205,583
2206,602
2207,577
2208,512
2209,372
2210,517
2211,414
2212,370
2213,548
2214,371
2215,381
2216,570
2217,581
2218,611
2219,415
2220,561
2221,445
2222,374
2223,514
2224,499
2225,528
2226,335
2227,607
2228,361
2229,550
2230,560
2231,615
2232,606
2233,455
2234,444
2235,575
2236,575
2237,383
2238,505
2239,582
2240,574
2241,604
2242,583
2243,588
2244,364
2245,383
2246,503
2247,404
2248,376
2249,571
2250,416
2251,485
2252,555
2253,429
2254,425
2255,386
2256,602
2257,562
2258,490
2259,365
2260,594
2261,454
2262,592
2263,605
2264,505
2265,558
2266,321
2267,375
2268,564
2269,597
2270,514
2271,580
2272,605
2273,362
2274,554
2275,376
2276,556
2277,580
2278,382
2279,581
2280,347
2281,600
2282,503
2283,394
2284,412
2285,572
2286,486
2287,514
2288,604
2289,585
2290,490
2291,391
2292,593
2293,329
2294,555
2295,435
2296,459
2297,325
2298,563
2299,399
2300,620
2301,405
2302,621
2303,603
2304,596
2305,417
2306,564
2307,532
2308,574
2309,577
2310,400
2311,339
2312,474
2313,439
2314,593
2315,363
2316,526
2317,588
2318,446
2319,358
2320,572
2321,415
2322,355
2323,421
2324,570
2325,426
2326,364
2327,590
2328,326
2329,574
2330,496
2331,355
2332,537
2333,328
2334,321
2335,476
2336,611
2337,353
2338,458
2339,406
2340,341
2341,356
2342,616
2343,540
2344,579
2345,492
2346,398
2347,394
2348,336
2349,597
2350,620
2351,612
2352,346
2353,368
2354,427
2355,574
2356,582
2357,540
2358,454
2359,563
2360,356
2361,605
2362,581
2363,444
2364,408
2365,336
2366,409
2367,387
2368,385
2369,394
2370,566
2371,564
2372,544
2373,533
2374,608
2375,354
2376,407
2377,510
2378,590
2379,422
2380,464
2381,320
2382,374
2383,601
2384,567
2385,356
2386,369
2387,375
2388,588
2389,347
2390,555
2391,608
2392,556
2393,406
2394,354
2395,358
2396,482
2397,569
2398,588
2399,515
2400,591
2401,528
2402,335
2403,602
2404,501
2405,452
2406,561
2407,390
2408,380
2409,410
2410,321
2411,398
2412,503
2413,385
2414,342
2415,360
2416,389
2417,598
2418,379
2419,558
2420,376
2421,585
2422,584
2423,594
2424,591
2425,583
2426,434
2427,519
2428,503
2429,379
2430,611
2431,540
2432,411
2433,431
2434,588
2435,459
2436,627
2437,389
2438,417
2439,566
2440,402
2441,576
2442,601
2443,506
2444,557
2445,407
2446,327
2447,472
2448,465
2449,451
2450,336
2451,553
2452,558
2453,378
2454,532
2455,437
2456,443
2457,565
2458,596
2459,595
2460,349
2461,585
2462,430
2463,350
2464,363
2465,556
2466,421
2467,475
2468,589
2469,336
2470,593
2471,351
2472,369
2473,517
2474,378
2475,480
2476,611
2477,345
2478,346
2479,566
2480,550
2481,574
2482,398
2483,343
2484,353
2485,548
2486,584
2487,492
2488,353
2489,374
2490,323
2491,436
2492,358
2493,581
2494,534
2495,479
2496,580
2497,611
2498,515
2499,603
2500,634
2501,594
2502,563
2503,583
2504,504
2505,557
2506,563
2507,360
2508,406
2509,545
2510,513
2511,482
2512,427
2513,593
2514,454
2515,334
2516,430
2517,462
2518,399
2519,600
2520,473
2521,352
2522,623
2523,594
2524,400
2525,563
2526,413
2527,321
2528,333
2529,398
2530,570
2531,430
2532,581
2533,441
2534,574
2535,357
2536,563
2537,404
2538,585
2539,330
2540,588
2541,541
2542,582
2543,555
2544,510
2545,569
2546,559
2547,344
2548,583
2549,584
2550,584
2551,418
2552,379
2553,577
2554,374
2555,579
2556,400
2557,528
2558,581
2559,549
2560,543
2561,592
2562,601
2563,377
2564,605
2565,556
2566,540
2567,464
2568,439
2569,566
2570,343
2571,379
2572,503
2573,347
2574,580
2575,611
2576,570
2577,427
2578,409
2579,597
2580,579
2581,332
2582,349
2583,378
2584,361
2585,348
2586,576
2587,342
2588,543
2589,477
2590,552
2591,578
2592,541
2593,349
2594,585
2595,554
2596,390
2597,382
2598,344
2599,533
2600,397
2601,592
2602,323
2603,567
2604,581
2605,616
2606,431
2607,566
2608,569
2609,603
2610,373
2611,608
2612,622
2613,358
2614,589
2615,548
2616,401
2617,374
2618,576
2619,398
2620,397
2621,556
2622,515
2623,514
2624,344
2625,348
2626,592
2627,576
2628,324
2629,371
2630,393
2631,606
2632,561
2633,487
2634,446
2635,389
2636,364
2637,363
2638,546
2639,344
2640,443
2641,533
2642,508
2643,515
2644,417
2645,531
2646,415
2647,327
2648,444
2649,323
2650,375
2651,576
2652,413
2653,414
2654,585
2655,562
2656,603
2657,532
2658,525
2659,349
2660,581
2661,581
2662,344
2663,601
2664,354
2665,308
2666,360
2667,505
2668,574
2669,514
2670,599
2671,360
2672,613
2673,513
2674,368
2675,541
2676,590
2677,316
2678,579
2679,338
2680,433
2681,391
2682,428
2683,591
2684,603
2685,587
2686,569
2687,624
2688,347
2689,339
2690,525
2691,613
2692,390
2693,586
2694,575
2695,384
2696,406
2697,310
2698,362
2699,368
2700,331
2701,570
2702,377
2703,330
2704,523
2705,341
2706,408
2707,564
2708,471
2709,422
2710,367
2711,584
2712,559
2713,327
2714,344
2715,342
2716,591
2717,592
2718,388
2719,336
2720,591
2721,614
2722,397
2723,332
2724,390
2725,563
2726,566
2727,622
2728,354
2729,600
2730,407
2731,365
2732,320
2733,434
2734,568
2735,539
2736,511
2737,362
2738,596
2739,390
2740,597
2741,517
2742,571
2743,472
2744,590
2745,573
2746,587
2747,373
2748,523
2749,503
2750,485
2751,364
2752,422
2753,580
2754,543
2755,442
2756,502
2757,571
2758,363
2759,559
2760,561
2761,391
2762,588
2763,339
2764,423
2765,351
2766,491
2767,544
2768,544
2769,481
2770,372
2771,422
2772,507
2773,318
2774,354
2775,600
2776,356
2777,369
2778,452
2779,571
2780,576
2781,561
2782,460
2783,343
2784,543
2785,378
2786,528
2787,571
2788,581
2789,359
2790,363
2791,389
2792,366
2793,465
2794,573
2795,577
2796,402
2797,526
2798,515
2799,418
2800,598
2801,606
2802,552
2803,532
2804,377
2805,412
2806,546
2807,574
2808,363
2809,524
2810,372
2811,527
2812,563
2813,406
2814,341
2815,565
2816,328
2817,360
2818,576
2819,607
2820,365
2821,533
2822,596
2823,438
2824,550
2825,588
2826,513
2827,543
2828,408
2829,313
2830,366
2831,556
2832,503
2833,364
2834,369
2835,339
2836,317
2837,320
2838,377
2839,373
2840,360
2841,522
2842,615
2843,458
2844,483
2845,436
2846,367
2847,584
2848,470
2849,374
2850,537
2851,566
2852,578
2853,395
2854,587
2855,334
2856,575
2857,467
2858,579
2859,408
2860,633
2861,560
2862,478
2863,526
2864,388
2865,552
2866,371
2867,421
2868,578
2869,551
2870,607
2871,565
2872,423
2873,604
2874,379
2875,378
2876,501
2877,408
2878,552
2879,356
2880,555
2881,539
2882,518
2883,336
2884,505
2885,341
2886,364
2887,613
2888,368
2889,578
2890,346
2891,485
2892,362
2893,394
2894,434
2895,568
2896,534
2897,511
2898,342
2899,570
2900,619
2901,321
2902,583
2903,583
2904,436
2905,366
2906,364
2907,578
2908,503
2909,561
2910,604
2911,407
2912,495
2913,501
2914,583
2915,363
2916,396
2917,390
2918,560
2919,420
2920,569
2921,387
2922,368
2923,590
2924,336
2925,622
2926,444
2927,544
2928,351
2929,345
2930,566
2931,492
2932,594
2933,562
2934,562
2935,543
2936,594
2937,433
2938,576
2939,518
2940,578
2941,487
2942,430
2943,478
2944,385
2945,349
2946,388
2947,591
2948,511
2949,519
2950,497
2951,595
2952,576
2953,540
2954,541
2955,464
2956,342
2957,603
2958,533
2959,350
2960,343
2961,526
2962,427
2963,554
2964,399
2965,539
2966,581
2967,350
2968,576
2969,407
2970,444
2971,397
2972,334
2973,559
2974,382
2975,371
2976,410
2977,567
2978,392
2979,440
2980,400
2981,329
2982,328
2983,552
2984,389
2985,364
2986,547
2987,440
2988,327
2989,420
2990,481
2991,459
2992,578
2993,447
2994,316
2995,501
